crop_path,video,dataset,label,split
data_xception/crops/real/0/003_0.jpg,003,real,0,test
data_xception/crops/real/0/003_1.jpg,003,real,0,test
data_xception/crops/real/0/003_2.jpg,003,real,0,test
data_xception/crops/real/0/003_3.jpg,003,real,0,test
data_xception/crops/real/0/003_4.jpg,003,real,0,test
data_xception/crops/real/0/003_5.jpg,003,real,0,test
data_xception/crops/real/0/003_6.jpg,003,real,0,test
data_xception/crops/real/0/003_7.jpg,003,real,0,test
data_xception/crops/real/0/000_0.jpg,000,real,0,test
data_xception/crops/real/0/000_1.jpg,000,real,0,test
data_xception/crops/real/0/000_2.jpg,000,real,0,test
data_xception/crops/real/0/000_3.jpg,000,real,0,test
data_xception/crops/real/0/000_4.jpg,000,real,0,test
data_xception/crops/real/0/000_5.jpg,000,real,0,test
data_xception/crops/real/0/000_6.jpg,000,real,0,test
data_xception/crops/real/0/000_7.jpg,000,real,0,test
data_xception/crops/real/0/005_0.jpg,005,real,0,train
data_xception/crops/real/0/005_1.jpg,005,real,0,train
data_xception/crops/real/0/005_2.jpg,005,real,0,train
data_xception/crops/real/0/005_3.jpg,005,real,0,train
data_xception/crops/real/0/005_4.jpg,005,real,0,train
data_xception/crops/real/0/005_5.jpg,005,real,0,train
data_xception/crops/real/0/005_6.jpg,005,real,0,train
data_xception/crops/real/0/005_7.jpg,005,real,0,train
data_xception/crops/real/0/006_0.jpg,006,real,0,train
data_xception/crops/real/0/006_1.jpg,006,real,0,train
data_xception/crops/real/0/006_2.jpg,006,real,0,train
data_xception/crops/real/0/006_3.jpg,006,real,0,train
data_xception/crops/real/0/006_4.jpg,006,real,0,train
data_xception/crops/real/0/006_5.jpg,006,real,0,train
data_xception/crops/real/0/006_6.jpg,006,real,0,train
data_xception/crops/real/0/006_7.jpg,006,real,0,train
data_xception/crops/real/0/004_0.jpg,004,real,0,val
data_xception/crops/real/0/004_1.jpg,004,real,0,val
data_xception/crops/real/0/004_2.jpg,004,real,0,val
data_xception/crops/real/0/004_3.jpg,004,real,0,val
data_xception/crops/real/0/004_4.jpg,004,real,0,val
data_xception/crops/real/0/004_5.jpg,004,real,0,val
data_xception/crops/real/0/004_6.jpg,004,real,0,val
data_xception/crops/real/0/004_7.jpg,004,real,0,val
data_xception/crops/real/0/007_0.jpg,007,real,0,train
data_xception/crops/real/0/007_1.jpg,007,real,0,train
data_xception/crops/real/0/007_2.jpg,007,real,0,train
data_xception/crops/real/0/007_3.jpg,007,real,0,train
data_xception/crops/real/0/007_4.jpg,007,real,0,train
data_xception/crops/real/0/007_5.jpg,007,real,0,train
data_xception/crops/real/0/007_6.jpg,007,real,0,train
data_xception/crops/real/0/007_7.jpg,007,real,0,train
data_xception/crops/real/0/008_0.jpg,008,real,0,train
data_xception/crops/real/0/008_1.jpg,008,real,0,train
data_xception/crops/real/0/008_2.jpg,008,real,0,train
data_xception/crops/real/0/008_3.jpg,008,real,0,train
data_xception/crops/real/0/008_4.jpg,008,real,0,train
data_xception/crops/real/0/008_5.jpg,008,real,0,train
data_xception/crops/real/0/008_6.jpg,008,real,0,train
data_xception/crops/real/0/008_7.jpg,008,real,0,train
data_xception/crops/real/0/009_0.jpg,009,real,0,train
data_xception/crops/real/0/009_1.jpg,009,real,0,train
data_xception/crops/real/0/009_2.jpg,009,real,0,train
data_xception/crops/real/0/009_3.jpg,009,real,0,train
data_xception/crops/real/0/009_4.jpg,009,real,0,train
data_xception/crops/real/0/009_5.jpg,009,real,0,train
data_xception/crops/real/0/009_6.jpg,009,real,0,train
data_xception/crops/real/0/009_7.jpg,009,real,0,train
data_xception/crops/real/0/010_0.jpg,010,real,0,train
data_xception/crops/real/0/010_1.jpg,010,real,0,train
data_xception/crops/real/0/010_2.jpg,010,real,0,train
data_xception/crops/real/0/010_3.jpg,010,real,0,train
data_xception/crops/real/0/010_4.jpg,010,real,0,train
data_xception/crops/real/0/010_5.jpg,010,real,0,train
data_xception/crops/real/0/010_6.jpg,010,real,0,train
data_xception/crops/real/0/010_7.jpg,010,real,0,train
data_xception/crops/real/0/012_0.jpg,012,real,0,test
data_xception/crops/real/0/012_1.jpg,012,real,0,test
data_xception/crops/real/0/012_2.jpg,012,real,0,test
data_xception/crops/real/0/012_3.jpg,012,real,0,test
data_xception/crops/real/0/012_4.jpg,012,real,0,test
data_xception/crops/real/0/012_5.jpg,012,real,0,test
data_xception/crops/real/0/012_6.jpg,012,real,0,test
data_xception/crops/real/0/012_7.jpg,012,real,0,test
data_xception/crops/real/0/013_0.jpg,013,real,0,train
data_xception/crops/real/0/013_1.jpg,013,real,0,train
data_xception/crops/real/0/013_2.jpg,013,real,0,train
data_xception/crops/real/0/013_3.jpg,013,real,0,train
data_xception/crops/real/0/013_4.jpg,013,real,0,train
data_xception/crops/real/0/013_5.jpg,013,real,0,train
data_xception/crops/real/0/013_6.jpg,013,real,0,train
data_xception/crops/real/0/013_7.jpg,013,real,0,train
data_xception/crops/real/0/001_0.jpg,001,real,0,train
data_xception/crops/real/0/001_1.jpg,001,real,0,train
data_xception/crops/real/0/001_2.jpg,001,real,0,train
data_xception/crops/real/0/001_3.jpg,001,real,0,train
data_xception/crops/real/0/001_4.jpg,001,real,0,train
data_xception/crops/real/0/001_5.jpg,001,real,0,train
data_xception/crops/real/0/001_6.jpg,001,real,0,train
data_xception/crops/real/0/001_7.jpg,001,real,0,train
data_xception/crops/real/0/015_0.jpg,015,real,0,test
data_xception/crops/real/0/015_1.jpg,015,real,0,test
data_xception/crops/real/0/015_2.jpg,015,real,0,test
data_xception/crops/real/0/015_3.jpg,015,real,0,test
data_xception/crops/real/0/015_4.jpg,015,real,0,test
data_xception/crops/real/0/015_5.jpg,015,real,0,test
data_xception/crops/real/0/015_6.jpg,015,real,0,test
data_xception/crops/real/0/015_7.jpg,015,real,0,test
data_xception/crops/real/0/018_0.jpg,018,real,0,train
