video_path,label,s_noise_vmr,s_noise_res_std,s_noise_hf_ratio,s_prnu_energy,s_prnu_face_periph,s_shadow_score,s_face_bg_diff,s_benford_dev,s_block_artifact,s_dbl_compress,s_blur_mag,s_flow_mag,s_flow_dir_consist,t_noise_temporal_corr,t_noise_corr_std,t_noise_spectral_entropy,t_rppg_snr,t_rppg_peak_prominence,t_rppg_interregion_corr,t_rppg_harmonic_ratio,t_prnu_temporal_stability,t_prnu_face_vs_bg,t_face_ssim_mean,t_face_ssim_std,t_face_ssim_min,t_residual_flow_corr,t_residual_entropy,t_landmark_jitter,t_landmark_accel_var,t_landmark_velocity_autocorr,t_jaw_chin_rigidity,t_rigid_dist_var,t_interpupillary_std,t_nose_bridge_std,t_boundary_grad_temporal,t_boundary_color_disc,t_boundary_freq_leakage,t_skin_texture_corr,t_texture_warp_residual,t_skin_color_jitter,t_skin_bg_decorrelation,t_specular_stability,t_specular_symmetry,t_blink_rate,t_blink_duration,t_blink_symmetry,t_motion_blur_coupling,t_coupling_consistency,t_dct_temporal_std,t_dct_temporal_autocorr
FaceForensics++/manipulated_sequences/Face2Face/c40/videos/007_132.mp4,1,2.7180801506487677,4.331077130642788,0.5815644523123809,19.306858025886044,0.1278608851854056,0.13382120375531828,0.10236438979117105,0.03906687921993773,7.600055371956313,0.11000000000000003,1851.2680184750348,4.023205572366715,0.8030315467067467,0.25532961215933053,0.24435769527620496,5.331557415673559,3.689220797743356,1.4763319014576974,-0.3254992084252055,7.095308337191086,0.07124539912920388,0.880923121684268,0.968124418149815,0.02674978631070747,0.810109645424169,0.9831246419057765,3.372671393154058,0.014370341785252094,0.00023769462131895125,0.34455919867889623,0.9917191444050448,0.007663156371563673,0.005556107498705387,0.008788601495325565,3.52556531752098,3.6948602513902533,0.019156938827544295,0.9787604836453814,2.362781537416388,0.7224057878445693,0.49874982031736703,20.057513125848963,0.2103586439567559,35.0,217.14285714285714,0.43938179906124397,-0.10702778305048304,12.760288786118545,30.433803566549443,0.8408865954677112
FaceForensics++/manipulated_sequences/Face2Face/c40/videos/010_005.mp4,1,8.780072660293335,5.087913934001454,0.5998971516502981,26.033056925351776,0.4177012943043195,0.2594812429794988,0.03545874721192811,0.05678545059167771,4.780674099799757,0.10000000000000002,875.599384109,8.28787168264389,0.8801144117969777,0.011407433819082559,0.11095145272562068,5.847016329259381,2.714897508966391,1.8504393640377919,0.6752811060336507,3.293838050520851,0.030414411760753376,0.7114765061992829,0.9856927523340815,0.013396819264603226,0.8550211267133597,0.989422894926384,3.520778780247503,0.009824877604842186,0.00012250037980265915,0.3347364503410483,0.9906886034707529,0.007023969199508429,0.003516780911013484,0.010600021108984947,3.2766530531462004,4.5949532248097364,0.022569007697288448,0.9903972592678462,2.542148960075251,1.2613954037004365,0.4714806484533728,37.75935263825963,0.42216631983717984,0.0,0.0,0.10089503296661752,-0.09055038337806516,13.82494624014842,33.81902659222519,0.7990513045018753
FaceForensics++/manipulated_sequences/Face2Face/c40/videos/003_000.mp4,1,6.026525712671122,4.082608447013303,0.6023877975655093,16.856292024907233,2.1740047466919448,0.2181552212481021,0.2103593502319525,0.07812157141951138,1.2373898187754775,0.10000000000000002,927.9526293018849,10.531854084134102,0.8333405813606813,0.031380728938017556,0.182937298284891,6.178763662503715,3.6774980500470975,1.769516018825155,0.1548187464283945,4.525704725610386,0.029463871048734096,0.4550363578323305,0.9734033349307064,0.022281388707163282,0.8806875578553913,0.9674529845609385,3.8972227615293553,0.015571198426187038,0.0001574597117723897,0.5701155618290623,0.9953258120053072,0.01084877084940672,0.01078247930854559,0.014689593575894833,6.252411102789636,2.5847756862038804,0.009833165922189736,0.9630837427649201,2.589448552466555,1.6549607760651694,0.41852470232144545,22.376321062501667,0.5162503914073092,20.0,250.0,0.6770020832553754,-0.16554787350365238,9.837060128488762,37.82873882693475,0.811333474084121
FaceForensics++/manipulated_sequences/Face2Face/c40/videos/008_990.mp4,1,5.889975778030015,5.221468063965874,0.5973427815437367,27.68840627187464,0.28011958124194625,0.21305493077051724,0.04899680558370782,0.05107781408807264,5.79935259835604,0.10000000000000002,914.7882792070804,5.111292171478271,0.8496789332786259,0.19548306200645083,0.30449525208274,5.238586033007819,3.325687156410987,2.8401475187325733,0.2743481828956138,5.833561685857259,0.11243350606508525,0.5518340081559465,0.993498281018875,0.0050351438435739465,0.9757283249429349,0.9912050910448114,3.9848349233028197,0.011075511574745178,0.00011730111145880073,0.17594685596979517,0.9900315051433991,0.005668490659445524,0.006158854812383652,0.004018767736852169,3.0329960449474496,2.368689436889878,0.014388337307265497,0.9852372766151327,2.1932842548076925,0.7475093206163682,0.5973743397142743,23.71055418255837,0.44655821395087714,5.0,240.0,0.1362495258509486,-0.05578686377012221,10.90413094931069,34.06517926319216,0.8712815747320495
FaceForensics++/manipulated_sequences/Face2Face/c40/videos/009_027.mp4,1,4.133562346504688,1.5372729861487222,0.6574329659883293,2.4240817867311493,0.016958286966342332,0.1753245091367816,0.2876433495803085,0.05122383846283911,7.013131877771222,0.10000000000000002,491.510220100207,2.0576380521059034,0.7967193471217978,0.4821515139663651,0.32634704443428114,4.945349135907531,3.6381469237713513,2.4642310885410885,0.23362651936445666,5.381026720947976,0.07200790731667744,0.3226479272556423,0.9947519551357831,0.005988079971889251,0.9632318092745903,0.9867302245614913,3.4754640475959255,0.003333146683871746,1.2443431842257269e-05,0.36446310838331003,0.9866743755317701,0.004070617258548737,0.0024602932389825583,0.00320948357693851,1.466006522662158,0.8217842358085082,0.005157802023507756,0.9952726496106116,0.6020230194397993,0.5066887270944543,0.18750266220127898,29.185163226686655,0.042865130343559994,18.0,177.7777777777778,0.6560534241524891,-0.16239748115691233,12.888471242095719,10.456112941585696,0.8223529849994701
FaceForensics++/manipulated_sequences/Face2Face/c40/videos/000_003.mp4,1,8.325183315159894,4.202050061641093,0.6136736390328613,17.973501438567457,0.9617817203621076,0.25537229453603894,0.12451321522278744,0.06887094449983595,2.3125230721009435,0.10000000000000002,1074.3796699404058,6.56256844997406,0.8513461129148642,0.09449271605216546,0.1962999527303797,5.75732295340081,3.3587775182244095,0.8462331093426368,-0.20081186954477598,1.8830041435193294,0.018398913034890347,0.1656431814322896,0.9821828615155361,0.015306905120363815,0.8964388066889987,0.9683771972801907,3.604423483811405,0.008691919036209583,7.441787602147087e-05,0.19262090527261352,0.9852116041961929,0.005337543785572052,0.004974248353391886,0.006001475267112255,7.244406003346622,1.3653973162775563,0.03071383116240776,0.988492822803746,1.447445260242475,1.0069404425338002,0.44542590749984556,72.95945670343372,0.8639667335870697,0.0,0.0,0.308800500348256,-0.08244954351698931,10.36672496283138,23.574123805041964,0.8074976404884612
FaceForensics++/manipulated_sequences/Face2Face/c40/videos/005_010.mp4,1,11.789643945996406,4.979360133048811,0.6147421579457949,24.943270904565033,0.27367046872048667,0.3116036922767683,0.18433027338224728,0.05788342413913626,6.442335774644458,0.10000000000000002,576.3756603203948,4.912475663423538,0.7949743196914886,0.25812400637633126,0.28177895807867354,5.494133296206335,3.4512172068928306,1.1014066037058365,0.5076548506128387,5.935856411534226,0.03795470262358638,0.1441997833839047,0.9938688523465898,0.006168908584918876,0.940317900053945,0.9863968350352041,3.544579717829508,0.010066090151667595,9.09928057808429e-05,0.47252894694068603,0.9926230636032644,0.005756088066846132,0.005768750794231892,0.0053013283759355545,4.908184376427202,2.170622868571245,0.011192853119420471,0.9926674546224123,2.442415473453177,0.8749557862885681,0.579520738740694,52.44580391208057,0.004251886287628649,10.0,140.0,0.6178974302360075,-0.04571142861470569,11.354678266446344,26.989109400540094,0.809392138128539
FaceForensics++/manipulated_sequences/Face2Face/c40/videos/013_883.mp4,1,3.3404363272014024,2.3966079880989968,0.6218916223608588,5.823159447132241,0.0501879403214643,0.16848371988802904,0.09549555386819511,0.05363659359544633,5.578994884413215,0.10000000000000002,671.6605957938307,4.995004403591156,0.8202364791988611,0.15736989441952706,0.212908945099064,5.685299867178632,3.631621630115051,1.661068181581552,0.6062878326745441,0.0,0.030766991847919575,0.15959318541405523,0.9766815605598687,0.021392291789894085,0.8850492062142357,0.9859160852585265,3.7181117884012873,0.009901683777570724,0.00011416639608796686,0.4134496217993295,0.9855120322089689,0.011419549584388733,0.009946610778570175,0.005330860614776611,4.257558342339167,2.106742683747899,0.015867207547607662,0.9734347265753085,0.9670908235785953,0.7182072860549137,0.44641194039637166,22.610082819501503,0.09297547245386255,15.0,120.0,0.6814624743016278,-0.14835727112530225,11.930924976384675,14.358975764567491,0.8171048729770816
FaceForensics++/manipulated_sequences/Face2Face/c40/videos/016_209.mp4,1,2.6039396082040236,4.798763436512874,0.5954583958047661,23.510853916192094,0.14091070778791434,0.1322508918182392,0.2645762872118994,0.050419947544580325,7.4939489245869995,0.10000000000000002,1415.305540409177,6.740000550448895,0.8762080587675929,0.1839224151772844,0.2555466821941911,6.1177115699009,4.392075752633331,1.7074890710118547,0.3063126542150949,3.6073035804079905,0.10732037880065608,0.37342830826312184,0.9811868945491455,0.015617410154897975,0.9135116592623576,0.9878058676420337,3.4862157740746498,0.008625364862382412,7.423497299896553e-05,0.28129994537134384,0.9956554793557159,0.0044682142324745655,0.003048820188269019,0.005634508561342955,3.3389041306798286,1.4247063195616174,0.012336039264350266,0.9659799644862449,2.329588210702341,0.6507631956490391,0.611237790326848,38.85162436190789,0.5602291105791395,0.0,0.0,0.4736381260769208,-0.07778241029858873,12.081811293930286,26.741582694073195,0.786830035289607
FaceForensics++/manipulated_sequences/Face2Face/c40/videos/012_026.mp4,1,6.52290888515749,2.5252908729401957,0.6165279182428389,6.478377618501121,0.5354852776003218,0.2300039350017721,0.10054502917875134,0.07299392772826899,3.036426673795859,0.10000000000000002,605.9230783726955,5.539762777090073,0.8342669993300603,0.14733997157602455,0.2143611175133575,5.779992375259522,3.833548148531957,1.9886333097161986,-0.22765902452614523,7.467452829737338,0.058484301292998836,0.4095176624226966,0.9932613738883681,0.005800040941434836,0.9532064749446896,0.9891919163056073,3.741170986018996,0.017488431185483932,0.00045541912550106645,0.22147611478413104,0.9940338149077955,0.007919077761471272,0.006868363823741674,0.007400797214359045,2.1014500548873007,3.661545221013234,0.010897544786209438,0.9875380677485752,2.100919079222408,0.8103426761644275,0.7188755884587228,53.07811930195166,0.30818103441583994,25.0,256.0,0.5318258260969616,-0.10535015907467143,11.293503280151823,23.497303575351392,0.7967842575486144
