video_path,label,m_coh_at_f0,m_freq_agreement,m_max_inband_coh,m_phase_stability,q_mouth_eye_xcorr,q_mouth_eye_lag,q_cheek_mouth_xcorr,q_cheek_mouth_lag,q_brow_eye_xcorr,q_brow_eye_lag,q_upper_lower_xcorr,q_upper_lower_lag,r_close_open_ratio,r_peakvel_asym,r_ear_skew,t3_reproj_err,t3_rank4_residual
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/013.mp4,0,0.05484125734513623,0.6,0.9258254911417237,0.17509835731230883,0.8707585514823105,0.0,0.9057862846692242,0.0,0.9663792205151913,0.0,0.9264074418517058,0.0,0.772727269214876,0.05090730704127513,-0.5726909866870705,0.02196770738987945,0.0001270442157663468
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/007.mp4,0,0.5339213951392018,0.7894736842105263,0.5835657235237595,0.6010946543975331,0.8735615869772202,0.0,0.951359333141785,0.0,0.8857710226094262,0.0,0.8228986407137019,0.0,1.076923070295858,0.01675815734166916,-2.000379628122383,0.01211404858215607,6.450866787848734e-05
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/005.mp4,0,0.29942927842580586,0.782608695652174,0.8834693702515724,0.3187376401923798,0.8384239165734682,0.0,0.9154070146558156,0.0,0.9431849298041188,0.0,0.8623350259376035,0.0,0.624999997265625,0.03128550728444123,-1.7660285060874326,0.012505054128508804,7.44934834252168e-05
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/018.mp4,0,0.5214086424885531,0.5833333333333334,0.6765047231839032,0.5563352932879393,0.9754329618204497,0.0,0.9831024625769419,0.0,0.9845563810735779,0.0,0.9825390988303272,0.0,0.9999999961538462,-0.09488703407335906,-0.4224254286034341,0.011714494063696651,3.9755598651083534e-05
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/009.mp4,0,0.28082841897048444,0.8823529411764706,0.816161398969562,0.3910516979883819,0.8942464110016799,0.0,0.9287701945328428,0.0,0.9837646495744549,0.0,0.9522967033849676,0.0,0.7692307650887574,0.09993859593683115,-0.9920267802224488,0.009943934405565211,3.1913813204978966e-05
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/021.mp4,0,0.5107887859311852,0.5,0.8782802119482166,0.5339123873434822,0.8268712543733416,0.0,0.9197941903200046,0.0,0.8681827054292235,0.0,0.7916513543350187,0.0,0.6153846125443787,0.05135530481922186,-0.9292995167837561,0.015681411165003673,8.382847296275122e-05
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/006.mp4,0,0.547786057016278,0.8333333333333333,0.8286678790377793,0.6176183466943858,0.9339952237299625,0.0,0.9612517554059695,0.0,0.9728719564243095,0.0,0.9470360265784151,0.0,0.9999999953333334,0.2548861445592543,-0.2527105604426253,0.01542661122325567,7.058166971167631e-05
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/010.mp4,0,0.36705034851564283,0.6,0.879723738368179,0.35429659126925106,0.8345211931539297,0.0,0.8509860448011521,0.0,0.9366603357377248,0.0,0.9182740488262215,0.0,1.2222222140740742,0.028541898837122114,-3.0916972831288048,0.010621085186132409,5.395223694944218e-05
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/008.mp4,0,0.6312520723632723,0.7894736842105263,0.7998030945265496,0.5437234746530688,0.9483501639542008,0.0,0.9701770503236878,0.0,0.9830238222041159,0.0,0.9624825102395616,0.0,0.7222222194135802,0.07256517736483555,-1.8173382036486037,0.010479606579401996,4.8298155137339726e-05
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/004.mp4,0,0.38691919404561126,0.5000000000000001,0.5351298347119599,0.4895107954882274,0.9602345581794492,0.0,0.9785202136874629,0.0,0.976288918471714,0.0,0.9682722803452509,0.0,0.4999999975,0.027287243568049447,-1.742579819754198,0.015546359047952527,8.187269893223635e-05
