video_path,label,median_face_energy,median_bg_energy,median_face_bg_ratio,median_face_bg_corr,median_temporal_consistency,gaussian_face_energy,gaussian_bg_energy,gaussian_face_bg_ratio,gaussian_face_bg_corr,gaussian_temporal_consistency,wavelet_face_energy,wavelet_bg_energy,wavelet_face_bg_ratio,wavelet_face_bg_corr,wavelet_temporal_consistency
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/009_027.mp4,1,11.78670379102246,144.71931891061544,0.0814452685360025,0.9503047778177759,0.2970978226177801,7.331994876332065,76.6230693022308,0.09568913048121137,0.9589888324946161,0.22518496388544829,1.0093430348489998,1.1576423565086895,0.8718953908122862,0.9958408696042292,0.057956465492009425
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/003_000.mp4,1,62.83365564245972,10.21289301844881,6.152385570763889,0.8628627410496387,0.07117169778619632,39.53222695703964,13.88933763955314,2.8462283791318,0.8936635339994892,0.06816116640930811,0.15876016329595546,0.0764290574486136,2.0772225720917263,0.9849809826169996,0.014423814320812021
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/007_132.mp4,1,69.17224791428511,226.14139271813087,0.3058805249355804,0.9700647633966346,0.15625751847984784,38.843063864877934,135.05106188840486,0.2876176116036367,0.9850698073741349,0.10883472147763325,3.3992719647960272,3.7603883176381543,0.9039683345604745,0.997243404337682,0.05003007197423276
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/008_990.mp4,1,67.22369056914893,121.15428661165215,0.5548601906643855,0.9512026326586155,0.4044206683996748,36.36800676128427,74.51564681317967,0.4880586603839533,0.9787168394112481,0.36849521334433016,1.7244293534942952,1.097417713301203,1.5713518495222238,0.9953302283434242,0.14030833005654705
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/000_003.mp4,1,38.01799520385966,26.042925455136913,1.4598204517903226,0.8224797571060897,0.24338356614386036,24.7385669691118,26.796442865752976,0.923203392817812,0.8865117673710827,0.22820122339148458,0.7963645659731219,0.4039242495121284,1.9715690923112301,0.9903907760812141,0.07457637324571964
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/010_005.mp4,1,50.47563714963575,87.29425693883775,0.5782240312212203,0.9386153874468782,0.1315949411044253,34.379330872445934,58.87220164719911,0.5839654354778416,0.9837808867185983,0.11999299163199914,3.649167110706729,3.5371035348607975,1.0316823001479773,0.997456387353825,0.03592592785003634
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/005_010.mp4,1,61.29545080840372,114.20621212851135,0.5367085525910847,0.9080503582411051,0.16714349623059754,36.710614977009875,63.275686819427555,0.5801693639734402,0.9580625879272103,0.17531915028881287,1.6752872415741085,0.9843938723562383,1.7018464748913487,0.9917596270600679,0.04388098267705471
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/013_883.mp4,1,36.42592413092144,154.68842428170146,0.23547931462917077,0.9579150808432552,0.13127808513041564,20.049584840230708,100.1849228125909,0.20012577019933528,0.9715573596198732,0.09233550570143918,1.8013401536588987,1.9121079694140553,0.9420703132213292,0.9980148037127511,0.019516252149204775
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/012_026.mp4,1,35.841582814397505,23.44153152356507,1.5289778647084995,0.855521558980841,0.20463796298687048,22.222132481736498,14.042694516270112,1.5824692658513326,0.9614986480908444,0.1322874747587226,1.1438745246104998,0.7253180747464328,1.577066068580177,0.9978132802714456,0.019951912612944357
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c23/videos/015_919.mp4,1,12.616034858513567,195.12423680082438,0.06465642129015244,0.898582594040552,0.07185313669896728,8.202748416802407,86.92575944595649,0.09436498995332014,0.9549177062478126,0.07486420546272592,0.8096276961255174,0.6622825975280375,1.2224807040792613,0.9913342168733977,0.0006191263716884062
