video_path,label,s_noise_vmr,s_noise_res_std,s_noise_hf_ratio,s_prnu_energy,s_prnu_face_periph,s_shadow_score,s_face_bg_diff,s_benford_dev,s_block_artifact,s_dbl_compress,s_blur_mag,s_flow_mag,s_flow_dir_consist,t_noise_temporal_corr,t_noise_corr_std,t_noise_spectral_entropy,t_rppg_snr,t_rppg_peak_prominence,t_rppg_interregion_corr,t_rppg_harmonic_ratio,t_prnu_temporal_stability,t_prnu_face_vs_bg,t_face_ssim_mean,t_face_ssim_std,t_face_ssim_min,t_residual_flow_corr,t_residual_entropy,t_landmark_jitter,t_landmark_accel_var,t_landmark_velocity_autocorr,t_jaw_chin_rigidity,t_rigid_dist_var,t_interpupillary_std,t_nose_bridge_std,t_boundary_grad_temporal,t_boundary_color_disc,t_boundary_freq_leakage,t_skin_texture_corr,t_texture_warp_residual,t_skin_color_jitter,t_skin_bg_decorrelation,t_specular_stability,t_specular_symmetry,t_blink_rate,t_blink_duration,t_blink_symmetry,t_motion_blur_coupling,t_coupling_consistency,t_dct_temporal_std,t_dct_temporal_autocorr
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c40/videos/007_132.mp4,1,4.416590525267566,5.189399175213093,0.6040237243778714,27.457363840162163,0.1815684565622748,0.16918712210645323,0.11193993346112555,0.03835028736485739,7.660923158592913,0.11000000000000003,1890.1723879497035,4.319209945201874,0.7858817513704766,0.23986935208639287,0.2297466182171495,5.3324391308181385,3.0040410189204008,0.7924622426731575,-0.15005633595291315,4.097702357799471,0.03156105318296706,0.3292473621466752,0.9669068939253348,0.03522792099809668,0.5542786233919417,0.9875455741880061,3.1952062027471717,0.016083603724837303,0.00029858475318178535,0.29422612186908903,0.9916256984975488,0.007544548716396093,0.00690927030518651,0.01032137218862772,6.630696017533622,4.178889568894023,0.016988223910730536,0.9801081897148295,2.690606056647157,0.8011261622210611,0.49009553333835776,18.30556197956766,0.622048489667451,5.0,120.0,0.25888927854233246,-0.06298567142003056,11.099643284663816,39.61240111703132,0.827104800227453
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c40/videos/009_027.mp4,1,3.9299754499427864,2.173410346572365,0.6404401151767934,4.818155385853544,0.03391322375914786,0.1733490571480154,0.2708360218565779,0.050497626638815574,7.01329451387399,0.10000000000000002,502.38857429194695,2.323220008611679,0.6388248753515859,0.27867524143654643,0.24771365576133852,5.194895114137567,3.876415176647658,2.2908064059354705,0.13693193330062303,4.005489592935163,0.02509810529234723,0.11398226362137981,0.9883100546832377,0.011163193082110279,0.9396004757387557,0.9527816925561204,3.997357003336103,0.006577919237315655,3.8918999052839354e-05,0.3601410723972097,0.9925090078889554,0.0052822306752204895,0.0048927017487585545,0.00456971675157547,1.8294695046336942,1.3337114793376366,0.0067603044882125676,0.9671912320314024,1.0351301212374582,0.5364068547325967,0.23824216006012178,12.157497173577324,0.13444707778722426,30.0,133.33333333333331,0.4663982437578966,-0.1528811608094194,13.024794133665308,16.60943164393832,0.8419720453364069
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c40/videos/010_005.mp4,1,8.46402213591551,4.809697297346006,0.6224119746820023,23.28394969776643,0.36672268789635926,0.25319502770579716,0.04107284314583208,0.05710565172087734,4.745387761589965,0.10000000000000002,924.8852588146161,8.230083000659942,0.8606316328339817,0.028891533787051192,0.06259409078291987,5.892512073850489,3.0190036355519188,2.147059103378952,0.5317759372462081,5.861633128469788,0.02062083245872593,0.6726830449267959,0.9799607261968044,0.015344606754510397,0.866628855949591,0.9832123761124922,3.7632100303586653,0.014457658864557743,0.00012406802852638066,0.45703588700037084,0.9918153660624348,0.008104025386273861,0.005593266803771257,0.010258907452225685,3.5648989554588724,4.481799953682132,0.022162095059858507,0.9811268639897849,2.5626371760033444,1.3632572676887431,0.4970557944834789,27.447706209194926,0.1678809961925941,0.0,0.0,0.1899165237864513,-0.06801250813535951,13.993655975981769,30.149639975865412,0.7631250898529515
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c40/videos/008_990.mp4,1,7.82207906456471,5.736334941262344,0.5968343574018349,33.49100695238455,0.3358140716501822,0.24275339974493088,0.05974467969714199,0.051317390522738995,5.838724910940964,0.10000000000000002,872.0835686893449,5.350646105408669,0.8500822923320669,0.23179749409622,0.2869298940611066,5.256769874563385,4.044480250640928,0.6811761173484308,-0.5229215916161534,7.403674066521514,0.058024145643332956,0.2907375739364444,0.9917435120458004,0.007906867475508207,0.9330248118647234,0.9877719662799415,3.677382252896934,0.015375956892967224,0.0002895519428420812,0.3131744434756794,0.991578458432156,0.006944350432604551,0.007106435019522905,0.007896820083260536,2.9574817726789764,2.5396054925445295,0.014600192294718485,0.9846587183142625,3.020053825250836,0.9928131456805547,0.6777395297177524,42.94562378324091,0.308561995280026,10.0,260.0,0.2773653801662586,-0.0077748369604842184,14.06006991658164,38.60268922477634,0.8169349120509964
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c40/videos/003_000.mp4,1,7.726153541964914,5.466336159395296,0.6173492346706758,30.24575054966175,3.810873692639246,0.24461917898052926,0.22061630403500807,0.07691150996956626,1.2868688988414505,0.10000000000000002,949.7056248741344,10.96495845913887,0.8160170871859325,0.027524789624397826,0.11534436857737651,6.298386680145006,4.044039089428129,2.188807264887931,-0.22320463905969495,8.513730974569135,0.013465920613141445,0.21205930163351272,0.9651559413635565,0.02531983871872804,0.8623550936636778,0.9557508971018632,3.829932025535839,0.017497779801487923,0.00021410609770100564,0.37602275809976615,0.9947908556468533,0.009387805126607418,0.005982773378491402,0.01280006393790245,9.627055342160522,2.046115835032303,0.02016199451797642,0.9654453778975076,2.9246903741638794,1.689614705356249,0.4530829864582685,58.179331633367326,0.6385283776372705,15.0,133.33333333333334,0.42346708251491333,-0.10986385606492803,11.300703082012257,39.42890964405559,0.7680090849003984
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c40/videos/000_003.mp4,1,7.244203799161935,3.905253113463855,0.6264774508150943,15.405580834919544,0.8400702885874033,0.24231651747325814,0.14223456897459208,0.06846299565446913,2.290163365224737,0.10000000000000002,1032.798701744373,6.617115849256516,0.8216418314545425,0.1347564991113664,0.20123760833452303,5.785113309931265,3.3248488652369286,2.521377380349521,-0.024441398352873275,3.716056890423173,0.03467764626331742,0.29849086841366756,0.9775527678445225,0.014012514045440681,0.9244378776200239,0.961643594080559,3.5859203684007417,0.010132604278624058,9.543787746224552e-05,0.19672100637495551,0.9852937024869349,0.006552102509886026,0.006888015195727348,0.005923323333263397,9.395658246739101,1.0755952050718713,0.028815011446215563,0.973225845307373,1.8164813701923077,0.9657387874848867,0.47796691062226315,65.20686483004877,0.702118201340189,15.0,160.0,0.9004220250763016,-0.13274535670770515,10.339377644345328,38.47594688770831,0.8368060057068004
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c40/videos/005_010.mp4,1,11.457905793127374,4.632885475537019,0.634544464474731,21.569910247933144,0.24287044239476438,0.3088433981828778,0.18103737784949533,0.058049812895823893,6.377706280152987,0.10000000000000002,572.0273551670455,5.270270037651062,0.761756074720339,0.20933743600519555,0.21899904331739015,5.711388006027553,4.943658563706588,2.672587838519912,-0.3773017186010038,14.031781992859806,0.0519190846907496,0.1937786136541957,0.9926106532140564,0.006006813267388146,0.9406966921222104,0.9935117018218849,3.406307898974654,0.01046780776232481,8.500900730723515e-05,0.3424531627387974,0.9930872170484231,0.006820671260356903,0.006427759770303965,0.006127393804490566,4.855548339521427,2.247309338580845,0.013583712615216266,0.9905193197396968,2.857692960911371,0.7983027852393173,0.6302494194562704,111.03036117614359,0.6052201169777336,5.0,160.0,-0.003337387797088425,-0.036235163571651255,14.979377968090969,39.38336435441402,0.819381048764956
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c40/videos/012_026.mp4,1,8.053142533873809,3.5871968889004635,0.6334850123047304,13.016275733756592,0.9169420346174665,0.25926218769555953,0.08912295185968777,0.07187443610781864,3.0698775354448253,0.10000000000000002,554.6365993456504,5.879562413692474,0.8015033050098215,0.08787746874923946,0.1470141126887359,5.858320008570537,3.296610797243668,1.2884736651822444,-0.15023865438246486,2.734727005342584,0.04617779915740018,0.27152879518504536,0.9892707175605521,0.010570653934201903,0.9060332809355893,0.9924718334667547,3.562739197265815,0.020688053220510483,0.0004243473813403398,0.20666204205167493,0.9946630203096269,0.007665152195841074,0.005434195976704359,0.007927488535642624,4.134671278017861,3.829993319142146,0.020420137571408096,0.9754632242432737,2.164441367056856,0.9426810308552533,0.7435431325998907,30.77452047103806,0.15705561276954094,5.0,120.0,0.6620765662730208,-0.10732585039436617,10.845569806311817,25.892441090740455,0.8159512552980294
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c40/videos/013_883.mp4,1,6.5173103019017855,3.811766115989309,0.6022401352883785,14.998390081678759,0.13168991329601762,0.23376721025309904,0.09128040343455902,0.05289578963761019,5.552873036678467,0.10000000000000002,737.4971728637751,5.773286366462708,0.8271522924848412,0.08419682980128705,0.16919280607827727,5.862605137575622,3.64772879625949,1.8568184341735148,0.4227021379832501,11.117470422911287,0.010138701337289523,0.05449894414977858,0.9713691939637547,0.02321797842012609,0.8766212562942601,0.974317625121248,3.8591667435565413,0.012893490493297577,0.0002651027461979538,0.2856136931090613,0.9843782145250903,0.010608513839542866,0.00877630989998579,0.006365104112774134,2.8419675175084635,2.817676031585639,0.02980164920929921,0.9781879953343353,1.6977359427257526,0.6642296078800072,0.44768162924523136,23.89163097075387,0.2933796695086371,0.0,0.0,0.037504841039665573,-0.12264076668442099,11.69448117658117,38.81989910206789,0.8003360119644605
/home/iiitn/Datasets/FaceForensics++/manipulated_sequences/FaceSwap/c40/videos/014_790.mp4,1,3.031143599316649,5.875663128783724,0.6260858122988141,35.775048428418394,0.07460840751251951,0.11897074186646632,0.43587570320737934,0.03152313299083109,13.351403353067116,0.13000000000000006,2522.6158885182313,5.994917583465576,0.7761222285073843,0.090606820452919,0.12625910915055344,6.045626817274448,4.405738534593785,3.779047743788281,0.4232975533329537,34.50783837700583,0.035349864525059664,0.5714106460916525,0.9675859219916384,0.02197191552973389,0.8574091632748455,0.9637278067295642,3.6373900929540484,0.01697823964059353,0.00022481413907371461,0.19191927755045374,0.9947414926671175,0.007276213262230158,0.006337872240692377,0.00813975092023611,6.973072197933272,5.179293509510963,0.014127728912024348,0.913594791550264,5.071429504598663,1.0970759368869814,0.8688979776579508,16.84296311136587,0.44899192386239195,6.0,233.33333333333334,-0.05219067072951402,-0.05200225344003272,10.550393452449883,21.766476396325103,0.7951823604218267
