video_path,label,roi_mouth_dct_midband_std,roi_mouth_hf_residual_energy,roi_mouth_texture_flicker,roi_seam_gradient_disc,roi_seam_texture_mismatch,roi_seam_color_mismatch,roi_mouth_motion_texture_corr,roi_mouth_motion_texture_lag
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/003.mp4,0,0.02443352023699373,50.6971312713623,0.1351595919281764,59.49363840738932,4.339771024937354,45.74235666488477,0.3200439923826179,0.14505939285022196
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/000.mp4,0,0.013705718739328293,29.888961385091147,0.09494021380397888,57.65888549804688,28.284873765004996,38.20932217406151,0.32697138558064937,0.23126225618105134
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/005.mp4,0,0.020459721534832644,36.59598585764567,0.1266695677383083,62.48761901855469,17.97377792751295,50.89809885920301,0.09939328924004581,0.08458886745978608
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/007.mp4,0,0.027763202883451497,45.49633125305176,0.33499969642825833,59.221370747884116,48.53325621178241,20.07253143297655,0.21366870691753648,-0.008100761374738674
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/004.mp4,0,0.025798768804505805,24.843263975779216,0.10122087673062641,50.58560933430989,16.43811155363014,64.68427649743509,0.3246032435336691,0.33589946070464893
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/006.mp4,0,0.018750308776025397,3.4137416394551594,0.04955331347500669,30.381476300557456,18.43513411098876,40.82088890207307,0.5107546599593501,0.263677406834183
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/002.mp4,0,0.020398026107564884,10.53475814183553,0.23713847454717507,34.321511878967286,42.06791294021045,48.4022603091889,0.1480550097066069,0.029313491140905472
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/001.mp4,0,0.01723775217996074,7.366906442642212,0.0923486880580835,43.34563364664714,23.991799580048955,8.363888499475228,0.23792026248613468,0.13196890673555756
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/008.mp4,0,0.023304282551226765,41.966635150909426,0.3018079577256002,76.34083267211913,24.658355729813238,16.391945110268104,0.21753995530885825,0.035397986644305525
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/009.mp4,0,0.016475307202968005,4.924387102127075,0.09209538318158583,26.15101473490397,46.90446417989102,74.13381824332886,0.32845041579583245,0.09390404666755922
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/010.mp4,0,0.019948891296803464,64.42440589904785,0.25012810951305453,72.68007344563802,17.406807576986,3.2770968533338154,0.20398262480910936,0.15645521679142502
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/012.mp4,0,0.01606051581923216,8.694564504623413,0.09767253569499923,51.31655733744304,22.139403423914572,26.188896591778764,0.24214998220541226,0.09876838993627252
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/013.mp4,0,0.028101239326256924,13.994753961563111,0.09720655390305732,32.99764790852865,24.368086360143916,25.683571306093967,0.44332084712004727,0.20842347780589954
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/015.mp4,0,0.01579016696180123,11.454396696090699,0.09164371552264239,42.1567370223999,16.97538470595014,55.02721563003402,0.46473617028679837,0.3178386745584391
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/018.mp4,0,0.025270562358014004,8.153100000222524,0.05218826010965216,35.506212310791014,71.47849964796036,22.281932587938734,0.2092175354164104,0.0451270835008098
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/016.mp4,0,0.031475296522532815,45.06865387598673,0.2601900400062537,49.09807716369629,29.24915232863296,67.38342886587382,0.15132080099830303,-0.005635673395105533
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/014.mp4,0,0.019946839068504394,109.4726954905192,0.21370255738047383,91.9766012064616,40.58074396126674,104.45960353638488,0.1479143969848794,0.04098927519576338
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/011.mp4,0,0.01672714655989049,8.460930361747742,0.2544644709568413,31.21147486368815,6.129506273317514,71.22857004932003,0.4766285606558874,0.08991634232914245
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/017.mp4,0,0.013859109598972609,6.966661752065023,0.1408122072016308,23.092476043701172,22.43042820911279,41.5597345726415,0.15492787729465227,0.11774553700839918
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/021.mp4,0,0.01883939182290575,20.393637736638386,0.1121260895019065,73.82019762674967,46.894890743348476,36.01276756935832,0.32896985790715666,0.2187011168908482
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/024.mp4,0,0.03515865000557784,9.047748013238111,0.1716704756566647,27.79131579399109,37.19072752953594,5.6481739056824525,0.0744054990691558,0.17231235033501258
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/019.mp4,0,0.024025376829666382,31.014681528409323,0.36786849883875306,38.59266633351644,19.7190422908859,29.929664133105884,0.245777876408086,0.07913447044358587
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/023.mp4,0,0.01569193265129531,11.519215275446573,0.2610121409434233,43.189477106730145,27.240907798649648,59.13439725674621,0.26323393759080205,0.09461422561902198
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/020.mp4,0,0.017525177003077458,4.480066339174907,0.15481200384848026,31.079096857706705,26.284740560380637,4.734763848746726,0.17046414488878742,0.1274578944000745
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/026.mp4,0,0.01907611601681452,41.84400959650675,0.13794282439426186,75.81142720540365,10.352073929304531,91.65573604594012,0.17688425374521863,0.06684421697259844
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/027.mp4,0,0.021310915301816266,12.28252965927124,0.05880609076441545,38.25167732238769,53.50838022160016,22.521310929780224,0.42753307277696445,0.2252206822912861
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/029.mp4,0,0.01435397963360356,6.082858673731486,0.07730134323070137,35.63745869954427,12.954109336132678,60.95033415940855,0.2970416736766525,0.08907817538839025
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/022.mp4,0,0.022766201184188747,24.18600181823081,0.10397179964518755,55.52557064624543,8.165718591160081,73.515849621179,0.20438416201092086,0.014482724776110898
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/028.mp4,0,0.02408404499812588,11.406530469258627,0.10793155402530075,42.08244140625,19.065313547512442,19.386522112276303,0.32747153349763003,0.07968629130448855
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/035.mp4,0,0.007887676490051574,4.322070568402609,0.05095390679269962,34.26222508748372,26.84092449337014,10.869069018091427,0.23089726056799337,0.2567229516662435
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/036.mp4,0,0.023289650455730428,8.482627422014872,0.12054091050509308,39.768080673217774,37.46819819608612,4.613412186931611,0.29588470560133695,0.022750562409817213
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/034.mp4,0,0.02729775054406894,12.582200844287872,0.23830966936886477,40.874663798014325,28.2580010393275,75.50477828990557,0.41415979515328855,0.264924188419137
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/033.mp4,0,0.01798705582464776,109.16263213854158,0.15471851333320674,113.50537675150325,13.891008505394682,28.81220304906205,0.335718964132969,0.14646575204457332
/home/iiitn/Datasets/FaceForensics++/original_sequences/youtube/c23/videos/032.mp4,0,0.029553225569316235,3.666297366221746,0.10823810811083567,22.148916053771973,5.478321395853876,63.07461087016562,0.34696987932914364,-0.019023878504983327
